x1,x2,group_label
0.17056736255250277,0.0062931515649616715,A
-0.8369268454390656,1.6723868298879978,A
-0.7919021877803738,0.4218470902238065,A
-1.1207719232763862,1.1082288628100267,A
0.06469268501528719,0.2853380323374105,A
2.835983925155525,-2.7249060635076248,A
-1.09804757897709,0.18743358689739942,A
-0.7109020359442498,1.4099211116595511,A
-1.1746655532006796,1.4513799814421935,A
-1.9406803135612054,0.49542617710273573,A
1.1337816281532773,-0.718958551535087,A
-1.0626219816836198,0.8173578071418899,A
1.6152276061758553,-1.295866986007737,A
1.3103303117671339,-2.137187832711032,A
-0.9911359485756459,-0.31636961587566925,A
-0.8019984977271728,0.8371453911533933,A
0.27910140392918537,0.1263394738693327,A
0.7483107000935739,-1.0778673175797362,A
-0.1967151804668795,0.016379891736215402,A
-0.19662777198915848,-0.6854877903399287,A
-1.304531747313028,1.5100717533489811,A
-0.7639172693350686,0.5217389037869986,A
0.4952423313425252,-0.8682455694084357,A
0.6687615121446259,-0.37075305656947777,A
-1.5661012061768131,1.3321654679499897,A
-0.24246098572757996,-0.3182445139815883,A
-0.42779601091359476,0.30095835550273653,A
-1.9705577697115013,2.277958368519157,A
-1.5006120542422727,1.8273201940106083,A
-1.0956935767556075,1.2200611089980655,A
-2.731293940849989,2.2305639790570186,A
-1.5944320871723026,1.7477807484024428,A
0.5980882218373471,-0.8932601235922348,A
0.590125649844438,0.255511810821577,A
0.3898817701862843,0.5695734304083637,A
-0.32051214677722745,-0.07929072758074283,A
-0.45248990904885233,0.5161496363639325,A
1.1867735736895102,-1.1815462630604379,A
-0.8450632139355825,0.9821232197868752,A
-0.9365987979678538,-0.3522921530331573,A
0.2510644642421275,-0.7758502780933063,A
-0.7594805691352812,-0.1986343462014144,A
-2.655734376759165,1.5721508873298662,A
1.1567911361186223,-1.7861838782103971,A
-0.14720965089509752,-1.43572873126044,A
1.0095438577917437,-1.146348833666984,A
1.378642729142676,-0.8990141421524174,A
0.723156813886973,-2.6037413431482754,A
-0.7756830781094667,0.3473964372848909,A
0.11336855012544717,0.4152783439669981,A
0.4800145559903531,-0.8586295842724487,A
0.6522259718017349,-0.4692677093855324,A
0.17813848387103906,0.2919616120385327,B
-1.4876318729783056,0.47654373537916295,B
-0.6140377572809083,-0.6414217687629143,B
-2.4671727557832117,0.2905331252616976,B
-2.3085356828948225,0.7224770085011919,B
0.10925678127901906,-1.211759298307868,B
-0.658355762076198,1.470838231457177,B
-1.9320308726858268,2.444689057474031,B
1.0697790520529178,-2.162497339035614,B
-1.5764425187504207,1.1607481560879134,B
